id,name,email,city,total_spent
4011,Ali Çelik,customer04011@example.com,Ordu,0
4012,Mehmet Arslan,customer04012@example.com,Erzurum,0
4013,Derya Çelik,customer04013@example.com,Samsun,0
4014,Ahmet Tekin,customer04014@example.com,Eskişehir,0
4015,Mustafa Kaya,customer04015@example.com,Muş,0
4016,Furkan Erdoğan,customer04016@example.com,Kırşehir,0
4017,Ayşe Öztürk,customer04017@example.com,Gümüşhane,0
4018,Ömer Kurt,customer04018@example.com,Tunceli,0
4019,Mehmet Erdoğan,customer04019@example.com,Samsun,0
4020,Elif Kaya,customer04020@example.com,Kırklareli,0
4021,Ali Arslan,customer04021@example.com,Mardin,0
4022,Eren Aslan,customer04022@example.com,Sakarya,0
4023,Can Kılıç,customer04023@example.com,Antalya,0
4024,Yusuf Kaya,customer04024@example.com,Adana,0
4025,Mehmet Kılıç,customer04025@example.com,Giresun,0
4026,Mert Polat,customer04026@example.com,Kars,0
4027,Derya Tekin,customer04027@example.com,Bitlis,0
4028,Furkan Yıldız,customer04028@example.com,Mersin,0
4029,Arda Aslan,customer04029@example.com,Kütahya,0
4030,Mert Şahin,customer04030@example.com,Bitlis,0
4031,Zeynep Yılmaz,customer04031@example.com,Kırıkkale,0
4032,Seda Çelik,customer04032@example.com,Kütahya,0
4033,Kerem Aslan,customer04033@example.com,Iğdır,0
4034,Serkan Tekin,customer04034@example.com,Muğla,0
4035,Can Arslan,customer04035@example.com,Gaziantep,0
4036,Hakan Koç,customer04036@example.com,Bingöl,0
4037,Melis Şahin,customer04037@example.com,Çanakkale,0
4038,Elif Tekin,customer04038@example.com,Bursa,0
4039,Mehmet Güneş,customer04039@example.com,Erzurum,0
4040,Burak Özdemir,customer04040@example.com,Bitlis,0
4041,Mustafa Aksoy,customer04041@example.com,Osmaniye,0
4042,Ömer Doğan,customer04042@example.com,Trabzon,0
4043,Seda Aydın,customer04043@example.com,Bayburt,0
4044,Fatma Çelik,customer04044@example.com,Ankara,0
4045,Emre Aydın,customer04045@example.com,Sakarya,0
4046,Onur Arslan,customer04046@example.com,Batman,0
4047,Kerem Aslan,customer04047@example.com,Sivas,0
4048,Elif Şahin,customer04048@example.com,Siirt,0
4049,Mustafa Polat,customer04049@example.com,Sakarya,0
4050,Serkan Erdoğan,customer04050@example.com,Afyonkarahisar,0
4051,Yusuf Tekin,customer04051@example.com,Kars,0
4052,Ayşe Çelik,customer04052@example.com,Kayseri,0
4053,Mehmet Güneş,customer04053@example.com,Artvin,0
4054,Ece Aydın,customer04054@example.com,Niğde,0
4055,Arda Aksoy,customer04055@example.com,Yozgat,0
4056,Mustafa Yıldız,customer04056@example.com,Sinop,0
4057,Seda Erdoğan,customer04057@example.com,Nevşehir,0
4058,Onur Koç,customer04058@example.com,Ordu,0
4059,Barış Arslan,customer04059@example.com,Gaziantep,0
4060,Yusuf Yılmaz,customer04060@example.com,Diyarbakır,0
4061,Hakan Aydın,customer04061@example.com,Iğdır,0
4062,Ayşe Yılmaz,customer04062@example.com,Yozgat,0
4063,Kaan Erdoğan,customer04063@example.com,Aksaray,0
4064,Eren Doğan,customer04064@example.com,Gümüşhane,0
4065,Mert Arslan,customer04065@example.com,Kırıkkale,0
4066,Ali Yıldız,customer04066@example.com,Gümüşhane,0
4067,Mehmet Aksoy,customer04067@example.com,Hatay,0
4068,Mert Kaya,customer04068@example.com,Çorum,0
4069,Melis Arslan,customer04069@example.com,Çankırı,0
4070,Eren Kaya,customer04070@example.com,Isparta,0
4071,Ceren Aydın,customer04071@example.com,Bayburt,0
4072,Ali Yılmaz,customer04072@example.com,Manisa,0
4073,Elif Tekin,customer04073@example.com,Muğla,0
4074,Ömer Demir,customer04074@example.com,Kırıkkale,0
4075,Eren Çelik,customer04075@example.com,Rize,0
4076,Melis Tekin,customer04076@example.com,Kayseri,0
4077,Ömer Kaya,customer04077@example.com,Düzce,0
4078,Ceren Yılmaz,customer04078@example.com,Kahramanmaraş,0
4079,Can Arslan,customer04079@example.com,Elazığ,0
4080,Eren Yılmaz,customer04080@example.com,Bayburt,0
4081,Zeynep Güneş,customer04081@example.com,Bolu,0
4082,Fatma Koç,customer04082@example.com,Mersin,0
4083,Buse Tekin,customer04083@example.com,Kırıkkale,0
4084,Burak Özdemir,customer04084@example.com,Gümüşhane,0
4085,Ömer Arslan,customer04085@example.com,Gaziantep,0
4086,Hakan Koç,customer04086@example.com,Denizli,0
4087,Kaan Öztürk,customer04087@example.com,Siirt,0
4088,Kerem Çelik,customer04088@example.com,Tunceli,0
4089,Mustafa Polat,customer04089@example.com,Erzincan,0
4090,Kaan Yıldız,customer04090@example.com,Elazığ,0
4091,Burak Güneş,customer04091@example.com,Şanlıurfa,0
4092,Fatma Yıldız,customer04092@example.com,Kastamonu,0
4093,Ahmet Doğan,customer04093@example.com,Diyarbakır,0
4094,Melis Yıldız,customer04094@example.com,Niğde,0
4095,Zeynep Tekin,customer04095@example.com,Erzurum,0
4096,Mustafa Çelik,customer04096@example.com,Balıkesir,0
4097,Furkan Öztürk,customer04097@example.com,Tekirdağ,0
4098,Derya Koç,customer04098@example.com,Bitlis,0
4099,Fatma Erdoğan,customer04099@example.com,Çankırı,0
4100,Fatma Yılmaz,customer04100@example.com,Karabük,0
4101,Ali Koç,customer04101@example.com,Nevşehir,0
4102,Ahmet Şahin,customer04102@example.com,Adıyaman,0
4103,Seda Kaya,customer04103@example.com,Çanakkale,0
4104,Can Demir,customer04104@example.com,İzmir,0
4105,Emre Tekin,customer04105@example.com,Adıyaman,0
4106,Ece Yılmaz,customer04106@example.com,Bolu,0
4107,Onur Kılıç,customer04107@example.com,Bilecik,0
4108,Burak Çelik,customer04108@example.com,Tunceli,0
4109,Seda Güneş,customer04109@example.com,Sinop,0
4110,Ceren Yıldız,customer04110@example.com,Kırşehir,0
4111,Ömer Polat,customer04111@example.com,Denizli,0
4112,Can Kaya,customer04112@example.com,Karaman,0
4113,Ayşe Arslan,customer04113@example.com,Düzce,0
4114,Onur Şahin,customer04114@example.com,Afyonkarahisar,0
4115,Ceren Kaya,customer04115@example.com,Bolu,0
4116,Onur Doğan,customer04116@example.com,Bolu,0
4117,Serkan Kurt,customer04117@example.com,Çorum,0
4118,Ahmet Öztürk,customer04118@example.com,Ağrı,0
4119,Can Kurt,customer04119@example.com,Nevşehir,0
4120,Emre Aslan,customer04120@example.com,Kastamonu,0
4121,Can Koç,customer04121@example.com,Burdur,0
4122,Arda Yıldız,customer04122@example.com,Burdur,0
4123,Can Şahin,customer04123@example.com,Kastamonu,0
4124,Kerem Demir,customer04124@example.com,Kilis,0
4125,Ömer Şahin,customer04125@example.com,Mardin,0
4126,Derya Demir,customer04126@example.com,Ankara,0
4127,Barış Çelik,customer04127@example.com,Elazığ,0
4128,Furkan Erdoğan,customer04128@example.com,Kütahya,0
4129,Barış Yıldız,customer04129@example.com,Samsun,0
4130,Emre Doğan,customer04130@example.com,Osmaniye,0
4131,Ceren Doğan,customer04131@example.com,Manisa,0
4132,Melis Şahin,customer04132@example.com,İzmir,0
4133,Derya Polat,customer04133@example.com,Muğla,0
4134,Derya Arslan,customer04134@example.com,Balıkesir,0
4135,Ece Yılmaz,customer04135@example.com,Denizli,0
4136,Seda Çelik,customer04136@example.com,Kocaeli,0
4137,Emre Koç,customer04137@example.com,Sivas,0
4138,Fatma Polat,customer04138@example.com,Aydın,0
4139,Ali Güneş,customer04139@example.com,Samsun,0
4140,Fatma Arslan,customer04140@example.com,Çorum,0
4141,Mustafa Kılıç,customer04141@example.com,Çanakkale,0
4142,Yusuf Koç,customer04142@example.com,Kahramanmaraş,0
4143,Ömer Polat,customer04143@example.com,Samsun,0
4144,Arda Kurt,customer04144@example.com,Karabük,0
4145,Ece Kılıç,customer04145@example.com,Çankırı,0
4146,Ece Öztürk,customer04146@example.com,Nevşehir,0
4147,Furkan Aksoy,customer04147@example.com,Uşak,0
4148,Onur Aksoy,customer04148@example.com,Uşak,0
4149,Onur Aksoy,customer04149@example.com,Hakkari,0
4150,Berk Demir,customer04150@example.com,Ardahan,0
4151,Ayşe Kurt,customer04151@example.com,Aksaray,0
4152,Hakan Öztürk,customer04152@example.com,Bingöl,0
4153,Can Aslan,customer04153@example.com,Adana,0
4154,Burak Yılmaz,customer04154@example.com,Mardin,0
4155,Onur Polat,customer04155@example.com,Çankırı,0
4156,Derya Şahin,customer04156@example.com,Artvin,0
4157,Derya Aslan,customer04157@example.com,Mardin,0
4158,Buse Çelik,customer04158@example.com,Kayseri,0
4159,Kaan Çelik,customer04159@example.com,Kırıkkale,0
4160,Derya Kurt,customer04160@example.com,Isparta,0
4161,Burak Öztürk,customer04161@example.com,Artvin,0
4162,Fatma Çelik,customer04162@example.com,Bursa,0
4163,Ayşe Çelik,customer04163@example.com,Muş,0
4164,Fatma Yılmaz,customer04164@example.com,Samsun,0
4165,Kerem Kaya,customer04165@example.com,Bolu,0
4166,Zeynep Güneş,customer04166@example.com,Balıkesir,0
4167,Arda Tekin,customer04167@example.com,Diyarbakır,0
4168,Ahmet Çelik,customer04168@example.com,Mardin,0
4169,Emre Demir,customer04169@example.com,Isparta,0
4170,Mustafa Yılmaz,customer04170@example.com,Şırnak,0
4171,Ceren Kurt,customer04171@example.com,Denizli,0
4172,Seda Yıldız,customer04172@example.com,Trabzon,0
4173,Fatma Çelik,customer04173@example.com,Aksaray,0
4174,Ayşe Doğan,customer04174@example.com,Trabzon,0
4175,Furkan Kılıç,customer04175@example.com,Sinop,0
4176,Ece Yılmaz,customer04176@example.com,Kastamonu,0
4177,Ali Çelik,customer04177@example.com,Artvin,0
4178,Melis Kaya,customer04178@example.com,Karabük,0
4179,Seda Yıldız,customer04179@example.com,Van,0
4180,Yusuf Yılmaz,customer04180@example.com,Niğde,0
4181,Ceren Kurt,customer04181@example.com,Tekirdağ,0
4182,Onur Arslan,customer04182@example.com,Bartın,0
4183,Serkan Doğan,customer04183@example.com,Hakkari,0
4184,Furkan Yıldız,customer04184@example.com,İzmir,0
4185,Mustafa Erdoğan,customer04185@example.com,Muş,0
4186,Emre Aydın,customer04186@example.com,Ordu,0
4187,Barış Kaya,customer04187@example.com,Gümüşhane,0
4188,Berk Yıldız,customer04188@example.com,Batman,0
4189,Barış Demir,customer04189@example.com,Tokat,0
4190,Arda Kılıç,customer04190@example.com,Ordu,0
4191,Ceren Koç,customer04191@example.com,Edirne,0
4192,Mehmet Aslan,customer04192@example.com,Samsun,0
4193,Burak Arslan,customer04193@example.com,Bolu,0
4194,Ali Demir,customer04194@example.com,Mardin,0
4195,Barış Kılıç,customer04195@example.com,Ağrı,0
4196,Can Doğan,customer04196@example.com,Diyarbakır,0
4197,Onur Şahin,customer04197@example.com,Aydın,0
4198,Burak Tekin,customer04198@example.com,Adıyaman,0
4199,Seda Doğan,customer04199@example.com,Erzurum,0
4200,Onur Aydın,customer04200@example.com,Amasya,0
4201,Can Arslan,customer04201@example.com,Bilecik,0
4202,Hakan Güneş,customer04202@example.com,Ankara,0
4203,Hakan Polat,customer04203@example.com,Ankara,0
4204,Mehmet Kılıç,customer04204@example.com,Bingöl,0
4205,Mert Yılmaz,customer04205@example.com,Kahramanmaraş,0
4206,Seda Doğan,customer04206@example.com,Niğde,0
4207,Serkan Aydın,customer04207@example.com,Kocaeli,0
4208,Seda Koç,customer04208@example.com,Kahramanmaraş,0
4209,Emre Şahin,customer04209@example.com,Kütahya,0
4210,Furkan Erdoğan,customer04210@example.com,Bitlis,0
4211,Serkan Çelik,customer04211@example.com,Ağrı,0
4212,Hakan Koç,customer04212@example.com,Tunceli,0
4213,Hakan Kaya,customer04213@example.com,Kayseri,0
4214,Yusuf Çelik,customer04214@example.com,Tokat,0
4215,Mustafa Demir,customer04215@example.com,Hakkari,0
4216,Melis Aydın,customer04216@example.com,Çorum,0
4217,Seda Yıldız,customer04217@example.com,Van,0
4218,Serkan Tekin,customer04218@example.com,Zonguldak,0
4219,Derya Kılıç,customer04219@example.com,Sivas,0
4220,Ece Çelik,customer04220@example.com,Malatya,0
4221,Mert Aslan,customer04221@example.com,Osmaniye,0
4222,Buse Kurt,customer04222@example.com,Ankara,0
4223,Melis Koç,customer04223@example.com,Hatay,0
4224,Burak Tekin,customer04224@example.com,Karabük,0
4225,Mustafa Çelik,customer04225@example.com,Şırnak,0
4226,Elif Polat,customer04226@example.com,Bitlis,0
4227,Ece Yılmaz,customer04227@example.com,Çorum,0
4228,Seda Doğan,customer04228@example.com,Kırıkkale,0
4229,Buse Demir,customer04229@example.com,Uşak,0
4230,Ali Özdemir,customer04230@example.com,Kocaeli,0
4231,Yusuf Doğan,customer04231@example.com,Diyarbakır,0
4232,Mustafa Arslan,customer04232@example.com,Bartın,0
4233,Kerem Aslan,customer04233@example.com,Bingöl,0
4234,Mustafa Yıldız,customer04234@example.com,Tekirdağ,0
4235,Eren Polat,customer04235@example.com,Mersin,0
4236,Seda Özdemir,customer04236@example.com,Çankırı,0
4237,Ali Güneş,customer04237@example.com,Şanlıurfa,0
4238,Mehmet Aslan,customer04238@example.com,Kastamonu,0
4239,Berk Kurt,customer04239@example.com,Osmaniye,0
4240,Derya Çelik,customer04240@example.com,Sinop,0
4241,Kerem Erdoğan,customer04241@example.com,Osmaniye,0
4242,Ömer Aslan,customer04242@example.com,Bilecik,0
4243,Zeynep Kurt,customer04243@example.com,Van,0
4244,Kaan Arslan,customer04244@example.com,Ankara,0
4245,Barış Kaya,customer04245@example.com,Isparta,0
4246,Ayşe Aksoy,customer04246@example.com,Adıyaman,0
4247,Emre Şahin,customer04247@example.com,Kayseri,0
4248,Berk Yıldız,customer04248@example.com,Şırnak,0
4249,Berk Demir,customer04249@example.com,Gümüşhane,0
4250,Berk Özdemir,customer04250@example.com,Bingöl,0
4251,Kerem Özdemir,customer04251@example.com,Tokat,0
4252,Elif Aksoy,customer04252@example.com,Tokat,0
4253,Ali Demir,customer04253@example.com,Erzincan,0
4254,Fatma Şahin,customer04254@example.com,Niğde,0
4255,Seda Kurt,customer04255@example.com,Eskişehir,0
4256,Berk Kılıç,customer04256@example.com,Aydın,0
4257,Ömer Kılıç,customer04257@example.com,Karabük,0
4258,Arda Aydın,customer04258@example.com,Trabzon,0
4259,Ali Arslan,customer04259@example.com,Tekirdağ,0
4260,Mehmet Aksoy,customer04260@example.com,Denizli,0
4261,Arda Çelik,customer04261@example.com,Giresun,0
4262,Ömer Güneş,customer04262@example.com,Amasya,0
4263,Barış Koç,customer04263@example.com,Artvin,0
4264,Derya Aslan,customer04264@example.com,Siirt,0
4265,Arda Aydın,customer04265@example.com,Antalya,0
4266,Burak Yılmaz,customer04266@example.com,Samsun,0
4267,Eren Arslan,customer04267@example.com,Elazığ,0
4268,Mustafa Çelik,customer04268@example.com,Aydın,0
4269,Eren Koç,customer04269@example.com,Bilecik,0
4270,Mert Özdemir,customer04270@example.com,Sakarya,0
4271,Serkan Aydın,customer04271@example.com,İstanbul,0
4272,Yusuf Kaya,customer04272@example.com,Bingöl,0
4273,Melis Kurt,customer04273@example.com,Malatya,0
4274,Seda Doğan,customer04274@example.com,Edirne,0
4275,Burak Aslan,customer04275@example.com,Sakarya,0
4276,Arda Polat,customer04276@example.com,Bayburt,0
4277,Ayşe Yıldız,customer04277@example.com,Siirt,0
4278,Kerem Güneş,customer04278@example.com,Nevşehir,0
4279,Ceren Yılmaz,customer04279@example.com,Batman,0
4280,Ece Tekin,customer04280@example.com,Eskişehir,0
4281,Mustafa Güneş,customer04281@example.com,Kilis,0
4282,Emre Kılıç,customer04282@example.com,Kocaeli,0
4283,Ahmet Çelik,customer04283@example.com,Tekirdağ,0
4284,Derya Çelik,customer04284@example.com,Uşak,0
4285,Buse Kılıç,customer04285@example.com,Burdur,0
4286,Ece Kurt,customer04286@example.com,İstanbul,0
4287,Serkan Yılmaz,customer04287@example.com,Sivas,0
4288,Ceren Çelik,customer04288@example.com,Sivas,0
4289,Elif Güneş,customer04289@example.com,Bitlis,0
4290,Mehmet Aydın,customer04290@example.com,Erzurum,0
4291,Furkan Aksoy,customer04291@example.com,Edirne,0
4292,Barış Koç,customer04292@example.com,Giresun,0
4293,Kerem Aydın,customer04293@example.com,Erzurum,0
4294,Zeynep Güneş,customer04294@example.com,Adıyaman,0
4295,Kerem Aslan,customer04295@example.com,Afyonkarahisar,0
4296,Mert Doğan,customer04296@example.com,Van,0
4297,Ceren Şahin,customer04297@example.com,Uşak,0
4298,Elif Özdemir,customer04298@example.com,Rize,0
4299,Furkan Aslan,customer04299@example.com,Kahramanmaraş,0
4300,Ceren Aksoy,customer04300@example.com,Samsun,0
4301,Serkan Kılıç,customer04301@example.com,Burdur,0
4302,Derya Yıldız,customer04302@example.com,Tekirdağ,0
4303,Furkan Aslan,customer04303@example.com,Elazığ,0
4304,Onur Tekin,customer04304@example.com,Diyarbakır,0
4305,Onur Kurt,customer04305@example.com,Muş,0
4306,Mert Kurt,customer04306@example.com,Kastamonu,0
4307,Ayşe Tekin,customer04307@example.com,Bitlis,0
4308,Mustafa Şahin,customer04308@example.com,Bingöl,0
4309,Elif Yılmaz,customer04309@example.com,Kilis,0
4310,Derya Kurt,customer04310@example.com,Bolu,0
4311,Arda Tekin,customer04311@example.com,Karaman,0
4312,Ali Özdemir,customer04312@example.com,Van,0
4313,Hakan Kaya,customer04313@example.com,Kayseri,0
4314,Buse Kurt,customer04314@example.com,Giresun,0
4315,Can Özdemir,customer04315@example.com,Kırıkkale,0
4316,Berk Şahin,customer04316@example.com,Eskişehir,0
4317,Buse Polat,customer04317@example.com,Bursa,0
4318,Kerem Özdemir,customer04318@example.com,Rize,0
4319,Derya Koç,customer04319@example.com,Adana,0
4320,Kerem Öztürk,customer04320@example.com,Van,0
4321,Mert Arslan,customer04321@example.com,İstanbul,0
4322,Mert Kurt,customer04322@example.com,Hatay,0
4323,Ahmet Kurt,customer04323@example.com,Amasya,0
4324,Ahmet Yılmaz,customer04324@example.com,Denizli,0
4325,Ece Aslan,customer04325@example.com,Zonguldak,0
4326,Ceren Tekin,customer04326@example.com,Kocaeli,0
4327,Ömer Yıldız,customer04327@example.com,Bartın,0
4328,Furkan Öztürk,customer04328@example.com,Batman,0
4329,Berk Aydın,customer04329@example.com,Kilis,0
4330,Elif Koç,customer04330@example.com,Antalya,0
4331,Ece Güneş,customer04331@example.com,Samsun,0
4332,Emre Koç,customer04332@example.com,Elazığ,0
4333,Berk Kılıç,customer04333@example.com,Zonguldak,0
4334,Yusuf Kurt,customer04334@example.com,Hakkari,0
4335,Ali Çelik,customer04335@example.com,Van,0
4336,Ali Güneş,customer04336@example.com,Niğde,0
4337,Ceren Arslan,customer04337@example.com,Kırıkkale,0
4338,Yusuf Kılıç,customer04338@example.com,Gaziantep,0
4339,Mustafa Demir,customer04339@example.com,Ağrı,0
4340,Furkan Yılmaz,customer04340@example.com,Düzce,0
4341,Seda Güneş,customer04341@example.com,Denizli,0
4342,Ahmet Tekin,customer04342@example.com,Karaman,0
4343,Derya Demir,customer04343@example.com,Bartın,0
4344,Berk Yılmaz,customer04344@example.com,Çanakkale,0
4345,Kaan Aslan,customer04345@example.com,Erzincan,0
4346,Can Öztürk,customer04346@example.com,Kırklareli,0
4347,Burak Aksoy,customer04347@example.com,Isparta,0
4348,Fatma Koç,customer04348@example.com,İstanbul,0
4349,Zeynep Kaya,customer04349@example.com,Kars,0
4350,Mustafa Çelik,customer04350@example.com,Düzce,0
4351,Ahmet Güneş,customer04351@example.com,Bolu,0
4352,Ali Özdemir,customer04352@example.com,Yalova,0
4353,Ali Şahin,customer04353@example.com,Çorum,0
4354,Mert Arslan,customer04354@example.com,Erzincan,0
4355,Mustafa Demir,customer04355@example.com,Uşak,0
4356,Buse Aslan,customer04356@example.com,Gaziantep,0
4357,Berk Şahin,customer04357@example.com,Şanlıurfa,0
4358,Ece Yılmaz,customer04358@example.com,Rize,0
4359,Mustafa Polat,customer04359@example.com,Düzce,0
4360,Mustafa Aydın,customer04360@example.com,Sakarya,0
4361,Berk Kılıç,customer04361@example.com,Sivas,0
4362,Ece Yıldız,customer04362@example.com,Erzincan,0
4363,Mert Yılmaz,customer04363@example.com,Elazığ,0
4364,Zeynep Güneş,customer04364@example.com,Düzce,0
4365,Barış Kaya,customer04365@example.com,Bursa,0
4366,Ömer Aslan,customer04366@example.com,Tunceli,0
4367,Barış Tekin,customer04367@example.com,Karaman,0
4368,Ahmet Yıldız,customer04368@example.com,Zonguldak,0
4369,Fatma Arslan,customer04369@example.com,Bursa,0
4370,Burak Tekin,customer04370@example.com,Ağrı,0
4371,Onur Yılmaz,customer04371@example.com,Zonguldak,0
4372,Serkan Çelik,customer04372@example.com,Giresun,0
4373,Buse Aslan,customer04373@example.com,Burdur,0
4374,Melis Aydın,customer04374@example.com,Ağrı,0
4375,Ömer Çelik,customer04375@example.com,Gümüşhane,0
4376,Mustafa Çelik,customer04376@example.com,İzmir,0
4377,Eren Polat,customer04377@example.com,Eskişehir,0
4378,Mustafa Aslan,customer04378@example.com,Kırıkkale,0
4379,Elif Doğan,customer04379@example.com,Tokat,0
4380,Fatma Polat,customer04380@example.com,Siirt,0
4381,Serkan Koç,customer04381@example.com,Erzurum,0
4382,Eren Yıldız,customer04382@example.com,Eskişehir,0
4383,Zeynep Arslan,customer04383@example.com,Niğde,0
4384,Ali Güneş,customer04384@example.com,Iğdır,0
4385,Mert Yıldız,customer04385@example.com,Gaziantep,0
4386,Fatma Polat,customer04386@example.com,Siirt,0
4387,Melis Özdemir,customer04387@example.com,Samsun,0
4388,Barış Arslan,customer04388@example.com,Kocaeli,0
4389,Barış Şahin,customer04389@example.com,Karabük,0
4390,Berk Kurt,customer04390@example.com,Eskişehir,0
4391,Hakan Aslan,customer04391@example.com,Muğla,0
4392,Melis Demir,customer04392@example.com,Sivas,0
4393,Yusuf Kaya,customer04393@example.com,Yozgat,0
4394,Eren Güneş,customer04394@example.com,Rize,0
4395,Mert Tekin,customer04395@example.com,Aksaray,0
4396,Kerem Koç,customer04396@example.com,Ağrı,0
4397,Ali Yıldız,customer04397@example.com,Konya,0
4398,Furkan Yıldız,customer04398@example.com,Kahramanmaraş,0
4399,Can Demir,customer04399@example.com,Giresun,0
4400,Zeynep Aslan,customer04400@example.com,Muğla,0
4401,Emre Kılıç,customer04401@example.com,Bursa,0
4402,Ahmet Kılıç,customer04402@example.com,Adıyaman,0
4403,Ayşe Kılıç,customer04403@example.com,Giresun,0
4404,Kaan Güneş,customer04404@example.com,Konya,0
4405,Melis Öztürk,customer04405@example.com,Batman,0
4406,Mustafa Koç,customer04406@example.com,Kastamonu,0
4407,Barış Aydın,customer04407@example.com,Aksaray,0
4408,Burak Şahin,customer04408@example.com,Batman,0
4409,Eren Tekin,customer04409@example.com,Balıkesir,0
4410,Hakan Kurt,customer04410@example.com,Siirt,0
4411,Ömer Kılıç,customer04411@example.com,Eskişehir,0
4412,Burak Kaya,customer04412@example.com,Uşak,0
4413,Arda Kaya,customer04413@example.com,Kars,0
4414,Furkan Şahin,customer04414@example.com,Bursa,0
4415,Kaan Yıldız,customer04415@example.com,Yalova,0
4416,Ömer Güneş,customer04416@example.com,Nevşehir,0
4417,Can Güneş,customer04417@example.com,Afyonkarahisar,0
4418,Mert Yılmaz,customer04418@example.com,Bartın,0
4419,Ahmet Özdemir,customer04419@example.com,Kastamonu,0
4420,Emre Koç,customer04420@example.com,Amasya,0
4421,Melis Aksoy,customer04421@example.com,Aksaray,0
4422,Mehmet Kılıç,customer04422@example.com,Afyonkarahisar,0
4423,Mustafa Polat,customer04423@example.com,Bitlis,0
4424,Ceren Kurt,customer04424@example.com,Kırklareli,0
4425,Eren Kılıç,customer04425@example.com,Manisa,0
4426,Berk Demir,customer04426@example.com,Batman,0
4427,Seda Kılıç,customer04427@example.com,Uşak,0
4428,Barış Kaya,customer04428@example.com,Niğde,0
4429,Mert Özdemir,customer04429@example.com,Uşak,0
4430,Buse Şahin,customer04430@example.com,Muğla,0
4431,Barış Şahin,customer04431@example.com,Ağrı,0
4432,Can Kaya,customer04432@example.com,Adıyaman,0
4433,Emre Şahin,customer04433@example.com,Konya,0
4434,Buse Kurt,customer04434@example.com,Gümüşhane,0
4435,Yusuf Demir,customer04435@example.com,Erzurum,0
4436,Fatma Aslan,customer04436@example.com,Bayburt,0
4437,Ahmet Kaya,customer04437@example.com,İstanbul,0
4438,Melis Kaya,customer04438@example.com,Burdur,0
4439,Mehmet Doğan,customer04439@example.com,Balıkesir,0
4440,Eren Kılıç,customer04440@example.com,Kilis,0
4441,Ece Koç,customer04441@example.com,İzmir,0
4442,Ayşe Yıldız,customer04442@example.com,Çankırı,0
4443,Hakan Özdemir,customer04443@example.com,Bursa,0
4444,Emre Kılıç,customer04444@example.com,Çorum,0
4445,Seda Güneş,customer04445@example.com,Rize,0
4446,Elif Özdemir,customer04446@example.com,Bursa,0
4447,Serkan Erdoğan,customer04447@example.com,Hatay,0
4448,Hakan Polat,customer04448@example.com,Şanlıurfa,0
4449,Eren Kılıç,customer04449@example.com,Tunceli,0
4450,Can Demir,customer04450@example.com,İstanbul,0
4451,Seda Doğan,customer04451@example.com,Bilecik,0
4452,Kerem Aksoy,customer04452@example.com,Isparta,0
4453,Zeynep Aydın,customer04453@example.com,Balıkesir,0
4454,Mustafa Polat,customer04454@example.com,Artvin,0
4455,Burak Yılmaz,customer04455@example.com,Giresun,0
4456,Kaan Koç,customer04456@example.com,Erzurum,0
4457,Arda Şahin,customer04457@example.com,Malatya,0
4458,Burak Güneş,customer04458@example.com,Aksaray,0
4459,Serkan Kılıç,customer04459@example.com,Kırşehir,0
4460,Ayşe Özdemir,customer04460@example.com,Denizli,0
4461,Buse Erdoğan,customer04461@example.com,Bolu,0
4462,Derya Çelik,customer04462@example.com,Gümüşhane,0
4463,Derya Aslan,customer04463@example.com,Nevşehir,0
4464,Kaan Tekin,customer04464@example.com,Yozgat,0
4465,Burak Koç,customer04465@example.com,Erzurum,0
4466,Mustafa Arslan,customer04466@example.com,Samsun,0
4467,Yusuf Doğan,customer04467@example.com,Bartın,0
4468,Elif Şahin,customer04468@example.com,Çorum,0
4469,Kaan Şahin,customer04469@example.com,Burdur,0
4470,Can Yılmaz,customer04470@example.com,Tekirdağ,0
4471,Yusuf Arslan,customer04471@example.com,Ağrı,0
4472,Arda Erdoğan,customer04472@example.com,Sivas,0
4473,Kerem Arslan,customer04473@example.com,Bursa,0
4474,Derya Aksoy,customer04474@example.com,Bilecik,0
4475,Kerem Kurt,customer04475@example.com,Giresun,0
4476,Emre Koç,customer04476@example.com,Van,0
4477,Furkan Erdoğan,customer04477@example.com,Kütahya,0
4478,Mehmet Özdemir,customer04478@example.com,İzmir,0
4479,Kerem Şahin,customer04479@example.com,Antalya,0
4480,Elif Koç,customer04480@example.com,Samsun,0
4481,Burak Doğan,customer04481@example.com,Erzurum,0
4482,Berk Yıldız,customer04482@example.com,Yalova,0
4483,Eren Erdoğan,customer04483@example.com,Karabük,0
4484,Arda Erdoğan,customer04484@example.com,Siirt,0
4485,Ali Kaya,customer04485@example.com,Isparta,0
4486,Ali Öztürk,customer04486@example.com,Burdur,0
4487,Mehmet Kaya,customer04487@example.com,Bartın,0
4488,Eren Öztürk,customer04488@example.com,Aydın,0
4489,Onur Şahin,customer04489@example.com,Kars,0
4490,Can Tekin,customer04490@example.com,Ordu,0
4491,Berk Koç,customer04491@example.com,Bitlis,0
4492,Can Arslan,customer04492@example.com,Uşak,0
4493,Burak Yıldız,customer04493@example.com,Gaziantep,0
4494,Kerem Doğan,customer04494@example.com,Yalova,0
4495,Mert Yılmaz,customer04495@example.com,Bitlis,0
4496,Yusuf Erdoğan,customer04496@example.com,Osmaniye,0
4497,Arda Doğan,customer04497@example.com,Hatay,0
4498,Yusuf Kılıç,customer04498@example.com,Aydın,0
